Circuit: * C:\Users\Sameer\Desktop\DFTBA\Projects\Inductive PnD\Simulations\Draft3.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 2.92553e-005 to 2.92644e-005
Heightened Def Con from 2.92651e-005 to 2.92742e-005
Heightened Def Con from 2.92749e-005 to 2.9283e-005
Heightened Def Con from 2.92842e-005 to 2.92934e-005
Heightened Def Con from 2.9294e-005 to 2.93011e-005
Heightened Def Con from 2.93023e-005 to 2.93034e-005
Heightened Def Con from 2.93038e-005 to 2.93129e-005
Heightened Def Con from 2.93144e-005 to 2.93234e-005
Heightened Def Con from 2.93244e-005 to 2.93314e-005
Heightened Def Con from 2.93343e-005 to 2.93356e-005
Heightened Def Con from 2.93358e-005 to 2.93393e-005
Heightened Def Con from 2.93449e-005 to 2.93519e-005
Heightened Def Con from 2.93537e-005 to 2.93618e-005
Heightened Def Con from 2.93627e-005 to 2.9363e-005
Heightened Def Con from 2.93632e-005 to 2.93703e-005
Heightened Def Con from 2.93711e-005 to 2.93771e-005
Heightened Def Con from 2.93797e-005 to 2.93807e-005
Heightened Def Con from 2.93807e-005 to 2.93887e-005
Heightened Def Con from 2.94242e-005 to 2.94277e-005
Heightened Def Con from 2.94331e-005 to 2.94366e-005
Heightened Def Con from 2.94381e-005 to 2.94463e-005
Heightened Def Con from 2.94463e-005 to 2.94533e-005
Heightened Def Con from 2.94673e-005 to 2.94733e-005
Heightened Def Con from 2.94869e-005 to 2.94929e-005
Heightened Def Con from 2.95004e-005 to 2.95064e-005
Heightened Def Con from 2.95407e-005 to 2.95442e-005
Heightened Def Con from 2.95505e-005 to 2.95576e-005
Heightened Def Con from 2.95582e-005 to 2.95644e-005
Heightened Def Con from 2.95646e-005 to 2.95706e-005
Heightened Def Con from 2.95758e-005 to 2.95818e-005
Heightened Def Con from 2.96185e-005 to 2.9622e-005
Heightened Def Con from 2.96281e-005 to 2.96316e-005
Heightened Def Con from 2.9634e-005 to 2.964e-005
Heightened Def Con from 2.96405e-005 to 2.96465e-005
Heightened Def Con from 2.96602e-005 to 2.96612e-005
Heightened Def Con from 2.96612e-005 to 2.96682e-005
Heightened Def Con from 2.96766e-005 to 2.96836e-005
Heightened Def Con from 2.96858e-005 to 2.96918e-005
Heightened Def Con from 2.96934e-005 to 2.96994e-005
Heightened Def Con from 2.97085e-005 to 2.97095e-005
Heightened Def Con from 2.97095e-005 to 2.97165e-005
Heightened Def Con from 2.97281e-005 to 2.97292e-005
Heightened Def Con from 2.97293e-005 to 2.97353e-005
Heightened Def Con from 2.97398e-005 to 2.9747e-005
Heightened Def Con from 2.97483e-005 to 2.97554e-005
Heightened Def Con from 2.9756e-005 to 2.9763e-005
Heightened Def Con from 2.97651e-005 to 2.97711e-005
Heightened Def Con from 2.97767e-005 to 2.97827e-005
Heightened Def Con from 2.97891e-005 to 2.97904e-005
Heightened Def Con from 2.97906e-005 to 2.97916e-005
Heightened Def Con from 2.97916e-005 to 2.97951e-005
Heightened Def Con from 2.98132e-005 to 2.98167e-005
Heightened Def Con from 2.98233e-005 to 2.98304e-005
Heightened Def Con from 2.9831e-005 to 2.98314e-005
Heightened Def Con from 2.98315e-005 to 2.98356e-005
Heightened Def Con from 2.98365e-005 to 2.98425e-005
Heightened Def Con from 2.98453e-005 to 2.98513e-005
Heightened Def Con from 2.98606e-005 to 2.98676e-005
Heightened Def Con from 2.98737e-005 to 2.98747e-005
Heightened Def Con from 2.98747e-005 to 2.98827e-005
Heightened Def Con from 2.99102e-005 to 2.99137e-005
Heightened Def Con from 2.99198e-005 to 2.99233e-005
Heightened Def Con from 2.99244e-005 to 2.99305e-005
Heightened Def Con from 2.99309e-005 to 2.99369e-005
Heightened Def Con from 2.99673e-005 to 2.99733e-005
Heightened Def Con from 2.99769e-005 to 2.99773e-005
Heightened Def Con from 2.99774e-005 to 2.99834e-005
Heightened Def Con from 2.99864e-005 to 2.99924e-005
Heightened Def Con from 3.00016e-005 to 3.00076e-005
Heightened Def Con from 3.00156e-005 to 3.00216e-005
Heightened Def Con from 3.00263e-005 to 3.00274e-005
Heightened Def Con from 3.00276e-005 to 3.00377e-005
Heightened Def Con from 3.00384e-005 to 3.00465e-005
Heightened Def Con from 3.00478e-005 to 3.0055e-005
Heightened Def Con from 3.0056e-005 to 3.00572e-005
Heightened Def Con from 3.00573e-005 to 3.00633e-005
Heightened Def Con from 3.00676e-005 to 3.00736e-005
Heightened Def Con from 3.00767e-005 to 3.00849e-005
Heightened Def Con from 3.00863e-005 to 3.00963e-005
Heightened Def Con from 3.00971e-005 to 3.00982e-005
Heightened Def Con from 3.00983e-005 to 3.01073e-005
Heightened Def Con from 3.01088e-005 to 3.01098e-005
Heightened Def Con from 3.01098e-005 to 3.011e-005
Heightened Def Con from 3.011e-005 to 3.01201e-005
Heightened Def Con from 3.01209e-005 to 3.01244e-005
Heightened Def Con from 3.01293e-005 to 3.01304e-005
Heightened Def Con from 3.01306e-005 to 3.01341e-005
Heightened Def Con from 3.01396e-005 to 3.01466e-005
Heightened Def Con from 3.01484e-005 to 3.01489e-005
Heightened Def Con from 3.01491e-005 to 3.01495e-005
Heightened Def Con from 3.01495e-005 to 3.01567e-005
Heightened Def Con from 3.01577e-005 to 3.01591e-005
Heightened Def Con from 3.01593e-005 to 3.01674e-005
Heightened Def Con from 3.01684e-005 to 3.01695e-005
Heightened Def Con from 3.01695e-005 to 3.01787e-005
Heightened Def Con from 3.01795e-005 to 3.01805e-005
Heightened Def Con from 3.01805e-005 to 3.0184e-005
Heightened Def Con from 3.02154e-005 to 3.02157e-005
Heightened Def Con from 3.02157e-005 to 3.02217e-005
Heightened Def Con from 3.02246e-005 to 3.02306e-005
Heightened Def Con from 3.02308e-005 to 3.02408e-005
Heightened Def Con from 3.0289e-005 to 3.02904e-005
Heightened Def Con from 3.02907e-005 to 3.02967e-005
Heightened Def Con from 3.03001e-005 to 3.03044e-005
Heightened Def Con from 3.03053e-005 to 3.03113e-005
Heightened Def Con from 3.03162e-005 to 3.03192e-005
Heightened Def Con from 3.03192e-005 to 3.03202e-005
Heightened Def Con from 3.03202e-005 to 3.03322e-005
Heightened Def Con from 3.03414e-005 to 3.03474e-005
Heightened Def Con from 3.03527e-005 to 3.03587e-005
Heightened Def Con from 3.0391e-005 to 3.04e-005
Heightened Def Con from 3.04011e-005 to 3.04021e-005
Heightened Def Con from 3.04021e-005 to 3.04023e-005
Heightened Def Con from 3.04023e-005 to 3.04104e-005
Heightened Def Con from 3.04112e-005 to 3.04192e-005
Heightened Def Con from 3.04211e-005 to 3.04271e-005
Heightened Def Con from 3.04363e-005 to 3.04433e-005
Heightened Def Con from 3.04595e-005 to 3.04685e-005
Heightened Def Con from 3.04694e-005 to 3.04766e-005
Heightened Def Con from 3.04769e-005 to 3.04829e-005
Heightened Def Con from 3.04873e-005 to 3.04943e-005
Heightened Def Con from 3.05288e-005 to 3.05323e-005
Heightened Def Con from 3.05385e-005 to 3.05388e-005
Heightened Def Con from 3.05391e-005 to 3.05412e-005
Heightened Def Con from 3.05412e-005 to 3.05432e-005
Heightened Def Con from 3.05432e-005 to 3.05502e-005
Heightened Def Con from 3.05519e-005 to 3.05524e-005
Heightened Def Con from 3.05525e-005 to 3.05528e-005
Heightened Def Con from 3.05529e-005 to 3.05589e-005
Heightened Def Con from 3.05886e-005 to 3.059e-005
Heightened Def Con from 3.05901e-005 to 3.05991e-005
Heightened Def Con from 3.06004e-005 to 3.06075e-005
Heightened Def Con from 3.06081e-005 to 3.06086e-005
Heightened Def Con from 3.06088e-005 to 3.06148e-005
Heightened Def Con from 3.06171e-005 to 3.06251e-005
Heightened Def Con from 3.06293e-005 to 3.06353e-005
Heightened Def Con from 3.06431e-005 to 3.06491e-005
Heightened Def Con from 3.06836e-005 to 3.06839e-005
Heightened Def Con from 3.06839e-005 to 3.06909e-005
Heightened Def Con from 3.06934e-005 to 3.06969e-005
Heightened Def Con from 3.06979e-005 to 3.07039e-005
Heightened Def Con from 3.07053e-005 to 3.07113e-005
Heightened Def Con from 3.07154e-005 to 3.07194e-005
Heightened Def Con from 3.07229e-005 to 3.07239e-005
Heightened Def Con from 3.0724e-005 to 3.0726e-005
Heightened Def Con from 3.0726e-005 to 3.0732e-005
Heightened Def Con from 3.07389e-005 to 3.07399e-005
Heightened Def Con from 3.074e-005 to 3.0746e-005
Heightened Def Con from 3.07482e-005 to 3.07542e-005
Heightened Def Con from 3.07575e-005 to 3.07655e-005
Heightened Def Con from 3.07685e-005 to 3.07686e-005
Heightened Def Con from 3.07686e-005 to 3.07746e-005
Heightened Def Con from 3.0781e-005 to 3.079e-005
Heightened Def Con from 3.07928e-005 to 3.0803e-005
Heightened Def Con from 3.0804e-005 to 3.08054e-005
Heightened Def Con from 3.08057e-005 to 3.08137e-005
Heightened Def Con from 3.08184e-005 to 3.08219e-005
Heightened Def Con from 3.08287e-005 to 3.08301e-005
Heightened Def Con from 3.08302e-005 to 3.08337e-005
Heightened Def Con from 3.08395e-005 to 3.0843e-005
Heightened Def Con from 3.0848e-005 to 3.08484e-005
Heightened Def Con from 3.08485e-005 to 3.0852e-005
Heightened Def Con from 3.08558e-005 to 3.08619e-005
Heightened Def Con from 3.0863e-005 to 3.08692e-005
Heightened Def Con from 3.08703e-005 to 3.08775e-005
Heightened Def Con from 3.08788e-005 to 3.08799e-005
Heightened Def Con from 3.088e-005 to 3.0886e-005
Heightened Def Con from 3.08895e-005 to 3.089e-005
Heightened Def Con from 3.08902e-005 to 3.08905e-005
Heightened Def Con from 3.08906e-005 to 3.08966e-005
Heightened Def Con from 3.08989e-005 to 3.09049e-005
Heightened Def Con from 3.09089e-005 to 3.09149e-005
Heightened Def Con from 3.09185e-005 to 3.09245e-005
Heightened Def Con from 3.09268e-005 to 3.09328e-005
Heightened Def Con from 3.09377e-005 to 3.09467e-005
Heightened Def Con from 3.09488e-005 to 3.09568e-005
Heightened Def Con from 3.09592e-005 to 3.09672e-005
Heightened Def Con from 3.09687e-005 to 3.09758e-005
Heightened Def Con from 3.09764e-005 to 3.09846e-005
Heightened Def Con from 3.09854e-005 to 3.09924e-005
Heightened Def Con from 3.09945e-005 to 3.10025e-005
Heightened Def Con from 3.10032e-005 to 3.10112e-005
Heightened Def Con from 3.10127e-005 to 3.10187e-005
Heightened Def Con from 3.10228e-005 to 3.10239e-005
Heightened Def Con from 3.10242e-005 to 3.10302e-005
Heightened Def Con from 3.10362e-005 to 3.10422e-005
Heightened Def Con from 3.10464e-005 to 3.10544e-005
Heightened Def Con from 3.10558e-005 to 3.10593e-005
Heightened Def Con from 3.10622e-005 to 3.10693e-005
Heightened Def Con from 3.10704e-005 to 3.10708e-005
Heightened Def Con from 3.10709e-005 to 3.10781e-005
Heightened Def Con from 3.10794e-005 to 3.10798e-005
Heightened Def Con from 3.10799e-005 to 3.10881e-005
Heightened Def Con from 3.10887e-005 to 3.10947e-005
Heightened Def Con from 3.10984e-005 to 3.11054e-005
Heightened Def Con from 3.11069e-005 to 3.11079e-005
Heightened Def Con from 3.11079e-005 to 3.11081e-005
Heightened Def Con from 3.11081e-005 to 3.11141e-005
Heightened Def Con from 3.11212e-005 to 3.11302e-005
Heightened Def Con from 3.11321e-005 to 3.11331e-005
Heightened Def Con from 3.11331e-005 to 3.11334e-005
Heightened Def Con from 3.11334e-005 to 3.11404e-005
Heightened Def Con from 3.11446e-005 to 3.11516e-005
Heightened Def Con from 3.11535e-005 to 3.11558e-005
Heightened Def Con from 3.11558e-005 to 3.11593e-005
Heightened Def Con from 3.11642e-005 to 3.11733e-005
Heightened Def Con from 3.1174e-005 to 3.11801e-005
Heightened Def Con from 3.11813e-005 to 3.11816e-005
Heightened Def Con from 3.11818e-005 to 3.11899e-005
Heightened Def Con from 3.11909e-005 to 3.11913e-005
Heightened Def Con from 3.11914e-005 to 3.11995e-005
Heightened Def Con from 3.12007e-005 to 3.12088e-005
Heightened Def Con from 3.12096e-005 to 3.12156e-005
Heightened Def Con from 3.12195e-005 to 3.12255e-005
Heightened Def Con from 3.12293e-005 to 3.12353e-005
Heightened Def Con from 3.12378e-005 to 3.12438e-005
Heightened Def Con from 3.12469e-005 to 3.12549e-005
Heightened Def Con from 3.12578e-005 to 3.12669e-005
Heightened Def Con from 3.12675e-005 to 3.12767e-005
Heightened Def Con from 3.1278e-005 to 3.1287e-005
Heightened Def Con from 3.12883e-005 to 3.12963e-005
Heightened Def Con from 3.12986e-005 to 3.13056e-005
Heightened Def Con from 3.13075e-005 to 3.13156e-005
Heightened Def Con from 3.1317e-005 to 3.13183e-005
Heightened Def Con from 3.13185e-005 to 3.1322e-005
Heightened Def Con from 3.13279e-005 to 3.13339e-005
Heightened Def Con from 3.13365e-005 to 3.13425e-005
Heightened Def Con from 3.13443e-005 to 3.13513e-005
Heightened Def Con from 3.13526e-005 to 3.13561e-005
Heightened Def Con from 3.13601e-005 to 3.13671e-005
Heightened Def Con from 3.13691e-005 to 3.13771e-005
Heightened Def Con from 3.13789e-005 to 3.13869e-005
Heightened Def Con from 3.13878e-005 to 3.1395e-005
Heightened Def Con from 3.13964e-005 to 3.13974e-005
Heightened Def Con from 3.13974e-005 to 3.14009e-005
Heightened Def Con from 3.14329e-005 to 3.14339e-005
Heightened Def Con from 3.14339e-005 to 3.14359e-005
Heightened Def Con from 3.14359e-005 to 3.14362e-005
Heightened Def Con from 3.14362e-005 to 3.14432e-005
Heightened Def Con from 3.14459e-005 to 3.14502e-005
Heightened Def Con from 3.14506e-005 to 3.14509e-005
Heightened Def Con from 3.1451e-005 to 3.1457e-005
Heightened Def Con from 3.14725e-005 to 3.14735e-005
Heightened Def Con from 3.14735e-005 to 3.14805e-005
Heightened Def Con from 3.1492e-005 to 3.1498e-005
Heightened Def Con from 3.15066e-005 to 3.15126e-005
Heightened Def Con from 3.15463e-005 to 3.15533e-005
Heightened Def Con from 3.1556e-005 to 3.15632e-005
Heightened Def Con from 3.15638e-005 to 3.15698e-005
Heightened Def Con from 3.15722e-005 to 3.15782e-005
Heightened Def Con from 3.16105e-005 to 3.16117e-005
Heightened Def Con from 3.16117e-005 to 3.16122e-005
Heightened Def Con from 3.16123e-005 to 3.16158e-005
Heightened Def Con from 3.16222e-005 to 3.16293e-005
Heightened Def Con from 3.163e-005 to 3.16351e-005
Heightened Def Con from 3.16363e-005 to 3.16423e-005
Heightened Def Con from 3.16448e-005 to 3.16508e-005
Heightened Def Con from 3.16585e-005 to 3.16645e-005
Heightened Def Con from 3.16716e-005 to 3.16776e-005
Heightened Def Con from 3.16821e-005 to 3.16913e-005
Heightened Def Con from 3.16923e-005 to 3.17014e-005
Heightened Def Con from 3.17021e-005 to 3.17025e-005
Heightened Def Con from 3.17026e-005 to 3.17096e-005
Heightened Def Con from 3.1712e-005 to 3.17132e-005
Heightened Def Con from 3.17132e-005 to 3.17192e-005
Heightened Def Con from 3.17236e-005 to 3.17306e-005
Heightened Def Con from 3.17341e-005 to 3.17422e-005
Heightened Def Con from 3.17429e-005 to 3.17441e-005
Heightened Def Con from 3.17441e-005 to 3.17501e-005
Heightened Def Con from 3.17546e-005 to 3.17617e-005
Heightened Def Con from 3.17629e-005 to 3.17699e-005
Heightened Def Con from 3.17719e-005 to 3.17789e-005
Heightened Def Con from 3.17824e-005 to 3.17859e-005
Heightened Def Con from 3.17919e-005 to 3.17954e-005
Heightened Def Con from 3.18007e-005 to 3.18087e-005
Heightened Def Con from 3.18099e-005 to 3.18104e-005
Heightened Def Con from 3.18105e-005 to 3.18166e-005
Heightened Def Con from 3.18173e-005 to 3.18233e-005
Heightened Def Con from 3.18252e-005 to 3.18312e-005
Heightened Def Con from 3.18337e-005 to 3.1834e-005
Heightened Def Con from 3.18341e-005 to 3.18401e-005
Heightened Def Con from 3.18433e-005 to 3.18493e-005
Heightened Def Con from 3.18545e-005 to 3.18556e-005
Heightened Def Con from 3.18559e-005 to 3.18669e-005
Heightened Def Con from 3.18681e-005 to 3.18692e-005
Heightened Def Con from 3.18693e-005 to 3.18783e-005
Heightened Def Con from 3.18803e-005 to 3.18813e-005
Heightened Def Con from 3.18813e-005 to 3.18815e-005
Heightened Def Con from 3.18815e-005 to 3.18905e-005
Heightened Def Con from 3.18926e-005 to 3.18937e-005
Heightened Def Con from 3.18939e-005 to 3.18974e-005
Heightened Def Con from 3.1903e-005 to 3.1911e-005
Heightened Def Con from 3.19124e-005 to 3.19159e-005
Heightened Def Con from 3.19186e-005 to 3.19256e-005
Heightened Def Con from 3.19268e-005 to 3.19338e-005
Heightened Def Con from 3.19354e-005 to 3.19368e-005
Heightened Def Con from 3.19369e-005 to 3.1946e-005
Heightened Def Con from 3.1947e-005 to 3.19475e-005
Heightened Def Con from 3.19477e-005 to 3.19481e-005
Heightened Def Con from 3.19482e-005 to 3.19563e-005
Heightened Def Con from 3.19578e-005 to 3.19659e-005
Heightened Def Con from 3.19671e-005 to 3.19681e-005
Heightened Def Con from 3.19681e-005 to 3.19716e-005
Heightened Def Con from 3.20045e-005 to 3.20048e-005
Heightened Def Con from 3.20048e-005 to 3.20128e-005
Heightened Def Con from 3.20141e-005 to 3.20182e-005
Heightened Def Con from 3.20184e-005 to 3.20244e-005
Heightened Def Con from 3.20529e-005 to 3.20589e-005
Heightened Def Con from 3.2064e-005 to 3.2071e-005
Heightened Def Con from 3.21031e-005 to 3.21091e-005
Heightened Def Con from 3.21124e-005 to 3.21129e-005
Heightened Def Con from 3.21131e-005 to 3.21136e-005
Heightened Def Con from 3.21137e-005 to 3.21198e-005
Heightened Def Con from 3.212e-005 to 3.2128e-005
Heightened Def Con from 3.2132e-005 to 3.2138e-005
Heightened Def Con from 3.21488e-005 to 3.21558e-005
Heightened Def Con from 3.21613e-005 to 3.21673e-005
Heightened Def Con from 3.21698e-005 to 3.2179e-005
Heightened Def Con from 3.21804e-005 to 3.21885e-005
Heightened Def Con from 3.21899e-005 to 3.2191e-005
Heightened Def Con from 3.21913e-005 to 3.22013e-005
Heightened Def Con from 3.22025e-005 to 3.22036e-005
Heightened Def Con from 3.2204e-005 to 3.22043e-005
Heightened Def Con from 3.22044e-005 to 3.22124e-005
Heightened Def Con from 3.22139e-005 to 3.22209e-005
Heightened Def Con from 3.22221e-005 to 3.22281e-005
Heightened Def Con from 3.22297e-005 to 3.22378e-005
Heightened Def Con from 3.22392e-005 to 3.22473e-005
Heightened Def Con from 3.22481e-005 to 3.22562e-005
Heightened Def Con from 3.2257e-005 to 3.22641e-005
Heightened Def Con from 3.22654e-005 to 3.22667e-005
Heightened Def Con from 3.22674e-005 to 3.22677e-005
Heightened Def Con from 3.22679e-005 to 3.22769e-005
Heightened Def Con from 3.22795e-005 to 3.22809e-005
Heightened Def Con from 3.22811e-005 to 3.22815e-005
Heightened Def Con from 3.22816e-005 to 3.22851e-005
Heightened Def Con from 3.22927e-005 to 3.22962e-005
Heightened Def Con from 3.23006e-005 to 3.23066e-005
Heightened Def Con from 3.23084e-005 to 3.23089e-005
Heightened Def Con from 3.23091e-005 to 3.23151e-005
Heightened Def Con from 3.23169e-005 to 3.2324e-005
Heightened Def Con from 3.23251e-005 to 3.23262e-005
Heightened Def Con from 3.23263e-005 to 3.23344e-005
Heightened Def Con from 3.23354e-005 to 3.23365e-005
Heightened Def Con from 3.23368e-005 to 3.23378e-005
Heightened Def Con from 3.23378e-005 to 3.23385e-005
Heightened Def Con from 3.23385e-005 to 3.23415e-005
Heightened Def Con from 3.23415e-005 to 3.23436e-005
Heightened Def Con from 3.23437e-005 to 3.23497e-005
Heightened Def Con from 3.2355e-005 to 3.23585e-005
Heightened Def Con from 3.23597e-005 to 3.23658e-005
Heightened Def Con from 3.23664e-005 to 3.23669e-005
Heightened Def Con from 3.23671e-005 to 3.23731e-005
Heightened Def Con from 3.23763e-005 to 3.23823e-005
Heightened Def Con from 3.23879e-005 to 3.23891e-005
Heightened Def Con from 3.23895e-005 to 3.23955e-005
Heightened Def Con from 3.24013e-005 to 3.24018e-005
Heightened Def Con from 3.24021e-005 to 3.24081e-005
Heightened Def Con from 3.24118e-005 to 3.24178e-005
Heightened Def Con from 3.24226e-005 to 3.24306e-005
Heightened Def Con from 3.24315e-005 to 3.24415e-005
Heightened Def Con from 3.24426e-005 to 3.24496e-005
Heightened Def Con from 3.24528e-005 to 3.24563e-005
Heightened Def Con from 3.24619e-005 to 3.24679e-005
Heightened Def Con from 3.24706e-005 to 3.24777e-005
Heightened Def Con from 3.24791e-005 to 3.24862e-005
Heightened Def Con from 3.24869e-005 to 3.2493e-005
Heightened Def Con from 3.24944e-005 to 3.24954e-005
Heightened Def Con from 3.24954e-005 to 3.24985e-005
Heightened Def Con from 3.24985e-005 to 3.25045e-005
Heightened Def Con from 3.25114e-005 to 3.25194e-005
Heightened Def Con from 3.25205e-005 to 3.2521e-005
Heightened Def Con from 3.25212e-005 to 3.25217e-005
Heightened Def Con from 3.25218e-005 to 3.25299e-005
Heightened Def Con from 3.25312e-005 to 3.25383e-005
Heightened Def Con from 3.25396e-005 to 3.25456e-005
Heightened Def Con from 3.25471e-005 to 3.25561e-005
Heightened Def Con from 3.25576e-005 to 3.25636e-005
Heightened Def Con from 3.25672e-005 to 3.25732e-005
Heightened Def Con from 3.25771e-005 to 3.25831e-005
Heightened Def Con from 3.2587e-005 to 3.25942e-005
Heightened Def Con from 3.25963e-005 to 3.26043e-005
Heightened Def Con from 3.26063e-005 to 3.26143e-005
Heightened Def Con from 3.26157e-005 to 3.26167e-005
Heightened Def Con from 3.26167e-005 to 3.2617e-005
Heightened Def Con from 3.2617e-005 to 3.26271e-005
Heightened Def Con from 3.26285e-005 to 3.26355e-005
Heightened Def Con from 3.26379e-005 to 3.26414e-005
Heightened Def Con from 3.26447e-005 to 3.26518e-005
Heightened Def Con from 3.26531e-005 to 3.26535e-005
Heightened Def Con from 3.26536e-005 to 3.26607e-005
Heightened Def Con from 3.26618e-005 to 3.26632e-005
Heightened Def Con from 3.26633e-005 to 3.26724e-005
Heightened Def Con from 3.2673e-005 to 3.26811e-005
Heightened Def Con from 3.26825e-005 to 3.26905e-005
Heightened Def Con from 3.26921e-005 to 3.27013e-005
Heightened Def Con from 3.2702e-005 to 3.27101e-005
Heightened Def Con from 3.27109e-005 to 3.272e-005
Heightened Def Con from 3.27207e-005 to 3.27278e-005
Heightened Def Con from 3.2729e-005 to 3.273e-005
Heightened Def Con from 3.273e-005 to 3.27302e-005
Heightened Def Con from 3.27302e-005 to 3.27362e-005
Heightened Def Con from 3.27415e-005 to 3.27475e-005
Heightened Def Con from 3.27503e-005 to 3.27565e-005
Heightened Def Con from 3.27576e-005 to 3.2759e-005
Heightened Def Con from 3.27591e-005 to 3.27601e-005
Heightened Def Con from 3.27601e-005 to 3.27636e-005
Heightened Def Con from 3.28e-005 to 3.28003e-005
Heightened Def Con from 3.28003e-005 to 3.28084e-005
Heightened Def Con from 3.28094e-005 to 3.28135e-005
Heightened Def Con from 3.28138e-005 to 3.28198e-005
Heightened Def Con from 3.28492e-005 to 3.28552e-005
Heightened Def Con from 3.28628e-005 to 3.28688e-005
Heightened Def Con from 3.29032e-005 to 3.29102e-005
Heightened Def Con from 3.29131e-005 to 3.29134e-005
Heightened Def Con from 3.29135e-005 to 3.29197e-005
Heightened Def Con from 3.29209e-005 to 3.2927e-005
Heightened Def Con from 3.29276e-005 to 3.29336e-005
Heightened Def Con from 3.29371e-005 to 3.29431e-005
Heightened Def Con from 3.29518e-005 to 3.2952e-005
Heightened Def Con from 3.2952e-005 to 3.2958e-005
Heightened Def Con from 3.29682e-005 to 3.29783e-005
Heightened Def Con from 3.29796e-005 to 3.29856e-005
Heightened Def Con from 3.29887e-005 to 3.29892e-005
Heightened Def Con from 3.29894e-005 to 3.29965e-005
Heightened Def Con from 3.29972e-005 to 3.30032e-005
Heightened Def Con from 3.30072e-005 to 3.30132e-005
Heightened Def Con from 3.30158e-005 to 3.30218e-005
Heightened Def Con from 3.30238e-005 to 3.30248e-005
Heightened Def Con from 3.30248e-005 to 3.30283e-005
Heightened Def Con from 3.30636e-005 to 3.30639e-005
Heightened Def Con from 3.30639e-005 to 3.30709e-005
Heightened Def Con from 3.30731e-005 to 3.30766e-005
Heightened Def Con from 3.30767e-005 to 3.30827e-005
Heightened Def Con from 3.30839e-005 to 3.30909e-005
Heightened Def Con from 3.3145e-005 to 3.31485e-005
Heightened Def Con from 3.31543e-005 to 3.31603e-005
Heightened Def Con from 3.31616e-005 to 3.31676e-005
Heightened Def Con from 3.31709e-005 to 3.31719e-005
Heightened Def Con from 3.31719e-005 to 3.31739e-005
Heightened Def Con from 3.31739e-005 to 3.31809e-005
Heightened Def Con from 3.31931e-005 to 3.31932e-005
Heightened Def Con from 3.31932e-005 to 3.31992e-005
Heightened Def Con from 3.32078e-005 to 3.321e-005
Heightened Def Con from 3.321e-005 to 3.3216e-005
Heightened Def Con from 3.32228e-005 to 3.32238e-005
Heightened Def Con from 3.32238e-005 to 3.32247e-005
Heightened Def Con from 3.32248e-005 to 3.32258e-005
Heightened Def Con from 3.32258e-005 to 3.32278e-005
Heightened Def Con from 3.32278e-005 to 3.32338e-005
Heightened Def Con from 3.32407e-005 to 3.32467e-005
Heightened Def Con from 3.32495e-005 to 3.32555e-005
Heightened Def Con from 3.32585e-005 to 3.32645e-005
Heightened Def Con from 3.32698e-005 to 3.32758e-005
Heightened Def Con from 3.32803e-005 to 3.32873e-005
Heightened Def Con from 3.32919e-005 to 3.33009e-005
Heightened Def Con from 3.33027e-005 to 3.33097e-005
Heightened Def Con from 3.33135e-005 to 3.33205e-005
Heightened Def Con from 3.33233e-005 to 3.33243e-005
Heightened Def Con from 3.33243e-005 to 3.33249e-005
Heightened Def Con from 3.3325e-005 to 3.3326e-005
Heightened Def Con from 3.3326e-005 to 3.33295e-005
Heightened Def Con from 3.33442e-005 to 3.33447e-005
Heightened Def Con from 3.33447e-005 to 3.33487e-005
Heightened Def Con from 3.33533e-005 to 3.33568e-005
Heightened Def Con from 3.33597e-005 to 3.33602e-005
Heightened Def Con from 3.33605e-005 to 3.3364e-005
Heightened Def Con from 3.33657e-005 to 3.33709e-005
Heightened Def Con from 3.33714e-005 to 3.33718e-005
Heightened Def Con from 3.33719e-005 to 3.33779e-005
Heightened Def Con from 3.34088e-005 to 3.34148e-005
Heightened Def Con from 3.34183e-005 to 3.34243e-005
Heightened Def Con from 3.34293e-005 to 3.34303e-005
Heightened Def Con from 3.34303e-005 to 3.34312e-005
Heightened Def Con from 3.34312e-005 to 3.34322e-005
Heightened Def Con from 3.34322e-005 to 3.34325e-005
Heightened Def Con from 3.34325e-005 to 3.34395e-005
Heightened Def Con from 3.34478e-005 to 3.34538e-005
Heightened Def Con from 3.34574e-005 to 3.34634e-005
Heightened Def Con from 3.34674e-005 to 3.34734e-005
Heightened Def Con from 3.34781e-005 to 3.34785e-005
Heightened Def Con from 3.34786e-005 to 3.34866e-005
Heightened Def Con from 3.34899e-005 to 3.34913e-005
Heightened Def Con from 3.34916e-005 to 3.35016e-005
Heightened Def Con from 3.35038e-005 to 3.35118e-005
Heightened Def Con from 3.35139e-005 to 3.3522e-005
Heightened Def Con from 3.35229e-005 to 3.3529e-005
Heightened Def Con from 3.35301e-005 to 3.35314e-005
Heightened Def Con from 3.35316e-005 to 3.35386e-005
Heightened Def Con from 3.35415e-005 to 3.35426e-005
Heightened Def Con from 3.35427e-005 to 3.35497e-005
Heightened Def Con from 3.35535e-005 to 3.35605e-005
Heightened Def Con from 3.35629e-005 to 3.35632e-005
Heightened Def Con from 3.35633e-005 to 3.35638e-005
Heightened Def Con from 3.3564e-005 to 3.35721e-005
Heightened Def Con from 3.35727e-005 to 3.35799e-005
Heightened Def Con from 3.35813e-005 to 3.35817e-005
Heightened Def Con from 3.35818e-005 to 3.35878e-005
